  simno it age mass belief forage env state info
   1   54    6  5.00 0.795 0.748    1    1 0.000000351943355
   1   54    7  5.00 0.754 0.732    1    1 0.000000212052648
   1   54    8  6.00 0.820 0.740    1    1 0.000000300914638
   1   54    9  7.00 0.872 0.726    1    1 0.000000175088922
   1   54   10  8.00 0.911 0.716    1    1 0.000000093810627
   1   54   11  8.00 0.890 0.709    1    1 0.000000049605445
   1   54   12  9.00 0.924 0.714    1    1 0.000000079014428
   1   54   13  9.00 0.906 0.706    1    1 0.000000036047876
   1   54   14 10.00 0.935 0.710    1    1 0.000000056201645
   1   54   15 10.00 0.920 0.704    1    1 0.000000027037978
   1   54   16 10.00 0.902 0.708    1    1 0.000000042028461
   1   54   17 10.00 0.880 0.710    1    1 0.000000070355293
   1   54   18 10.00 0.854 0.716    1    1 0.000000102304498
   1   54   19 10.00 0.823 0.720    1    1 0.000000150643695
   1   54   20 10.00 0.786 0.726    1    0 0.000000221964310
   1   55    1  1.00 0.500 0.000    1    1 0.000000000000000
   1   55    2  2.00 0.598 0.804    1    1 0.000000725800000
   1   55    3  2.00 0.534 0.778    1    1 0.000000578154265
   1   55    4  2.00 0.466 0.796    1    1 0.000000707350527
   1   55    5  2.00 0.397 0.816    1    1 0.000000811471778
   1   55    6  3.00 0.495 0.838    1    1 0.000000861492536
   1   55    7  4.00 0.593 0.807    1    1 0.000000821629384
   1   55    8  5.00 0.685 0.780    1    1 0.000000662754075
   1   55    9  5.00 0.628 0.758    1    1 0.000000470442037
   1   55   10  6.00 0.716 0.772    1    1 0.000000617553315
   1   55   11  7.00 0.790 0.750    1    1 0.000000414148545
   1   55   12  8.00 0.849 0.734    1    1 0.000000249277748
   1   55   13  8.00 0.816 0.721    1    1 0.000000139775240
   1   55   14  8.00 0.779 0.728    1    1 0.000000201442718
   1   55   15  9.00 0.840 0.736    1    1 0.000000292211548
   1   55   16  9.00 0.806 0.722    1    1 0.000000168146079
   1   55   17  9.00 0.766 0.730    1    1 0.000000235542780
   1   55   18  9.00 0.721 0.738    1    1 0.000000346069968
   1   55   19  9.00 0.668 0.750    1    1 0.000000477115655
   1   55   20 10.00 0.750 0.764    1    1 0.000000650833374
   1   55   21 11.00 0.818 0.744    1    1 0.000000416896446
   1   55   22 12.00 0.870 0.728    1    1 0.000000236642865
   1   55   23 12.00 0.842 0.718    1    1 0.000000127948723
   1   55   24 12.00 0.808 0.722    1    1 0.000000198327195
   1   55   25 12.00 0.769 0.730    1    1 0.000000282337270
   1   55   26 12.00 0.723 0.739    1    1 0.000000408319871
   1   55   27 12.00 0.671 0.750    1    1 0.000000567055249
   1   55   28 12.00 0.613 0.764    1    1 0.000000771166547
   1   55   29 12.00 0.549 0.778    1    1 0.000001002876866
   1   55   30 13.00 0.645 0.798    1    1 0.000001242475774
   1   55   31 14.00 0.730 0.770    1    1 0.000000935798245
   1   55   32 14.00 0.679 0.750    1    1 0.000000626638441
   1   55   33 14.00 0.621 0.762    1    1 0.000000844217066
   1   55   34 15.00 0.710 0.778    1    1 0.000001096530551
   1   55   35 15.00 0.656 0.754    1    1 0.000000754159898
   1   55   36 15.00 0.596 0.770    1    1 0.000001013046630
   1   55   37 15.00 0.530 0.786    1    1 0.000001307075064
   1   55   38 15.00 0.461 0.806    1    1 0.000001592749674
   1   55   39 15.00 0.389 0.828    1    1 0.000001782428607
   1   55   40 15.00 0.319 0.854    1    1 0.000001846994841
   1   55   41 15.00 0.253 0.880    1    1 0.000001696590750
   1   55   42 16.00 0.335 0.905    1    1 0.000001345141949
   1   55   43 17.00 0.429 0.875    1    1 0.000001861160086
   1   55   44 18.00 0.528 0.842    1    1 0.000002107829840
   1   55   45 19.00 0.625 0.810    1    1 0.000001968361954
   1   55   46 19.00 0.561 0.780    1    1 0.000001534180570
   1   55   47 19.00 0.493 0.800    1    1 0.000001941700877
   1   55   48 19.00 0.422 0.822    1    1 0.000002269405682
   1   55   49 19.00 0.350 0.848    1    1 0.000002462492372
   1   55   50 19.00 0.280 0.876    1    1 0.000002351569784
   1   55   51 19.00 0.217 0.904    1    1 0.000001945658089
   1   55   52 19.00 0.162 0.929    1    1 0.000001315848817
   1   55   53 19.00 0.117 0.950    1    1 0.000000720682957
   1   55   54 20.00 0.165 0.967    1    1 0.000000302654937
   1   55   55 20.00 0.119 0.951    1    1 0.000000764492913
   1   55   56 21.00 0.168 0.967    1    1 0.000000279020795
   1   55   57 21.00 0.121 0.956    1    1 0.000000761352641
   1   55   58 21.00 0.085 0.969    1    1 0.000000307511655
   1   55   59 21.00 0.059 0.977    1    1 0.000000101650798
   1   55   60 21.00 0.040 0.983    1    1 0.000000014234172
   1   55   61 21.00 0.027 0.984    1    1 -0.000000000501807
   1   55   62 22.00 0.040 0.983    1    1 0.000000018975758
   1   55   63 23.00 0.058 0.984    1    1 -0.000000000910747
   1   55   64 24.00 0.084 0.986    1    1 -0.000000000596579
   1   55   65 24.00 0.058 0.988    1    1 0.000000042098722
   1   55   66 24.00 0.039 0.988    1    1 0.000000002575314
   1   55   67 24.00 0.027 0.987    1    1 0.000000014718989
   1   55   68 24.00 0.018 0.985    1    1 0.000000048982694
   1   55   69 25.00 0.026 0.980    1    0 0.000000027711915
   1   56    1  1.00 0.500 0.000    1    1 0.000000000000000
   1   56    2  2.00 0.598 0.804    1    1 0.000000725800000
   1   56    3  3.00 0.690 0.778    1    1 0.000000578154265
   1   56    4  3.00 0.634 0.754    1    1 0.000000407145147
   1   56    5  3.00 0.573 0.768    1    1 0.000000532682173
   1   56    6  4.00 0.666 0.785    1    1 0.000000675276437
   1   56    7  5.00 0.749 0.762    1    1 0.000000487655455
   1   56    8  6.00 0.816 0.742    1    1 0.000000310691173
   1   56    9  7.00 0.869 0.728    1    1 0.000000180280841
   1   56   10  7.00 0.840 0.717    1    1 0.000000097811514
   1   56   11  8.00 0.887 0.722    1    1 0.000000147090362
   1   56   12  8.00 0.862 0.714    1    1 0.000000077320397
   1   56   13  8.00 0.832 0.718    1    1 0.000000118824311
   1   56   14  8.00 0.797 0.724    1    1 0.000000171949517
   1   56   15  9.00 0.854 0.732    1    1 0.000000251320221
   1   56   16  9.00 0.823 0.720    1    1 0.000000141308153
   1   56   17 10.00 0.874 0.726    1    1 0.000000208397005
   1   56   18 11.00 0.912 0.716    1    1 0.000000112370531
   1   56   19 11.00 0.892 0.708    1    1 0.000000054494911
   1   56   20 11.00 0.868 0.712    1    1 0.000000089748025
   1   56   21 11.00 0.840 0.718    1    1 0.000000122821422
   1   56   22 11.00 0.806 0.722    1    1 0.000000191457010
   1   56   23 11.00 0.766 0.730    1    1 0.000000266790844
   1   56   24 11.00 0.720 0.740    1    1 0.000000389469776
   1   56   25 11.00 0.668 0.750    1    1 0.000000541675769
   1   56   26 12.00 0.750 0.764    1    1 0.000000735921183
   1   56   27 12.00 0.702 0.744    1    1 0.000000472221219
   1   56   28 12.00 0.647 0.756    1    1 0.000000653251490
   1   56   29 12.00 0.586 0.770    1    1 0.000000869157717
   1   56   30 12.00 0.520 0.786    1    1 0.000001107957747
   1   56   31 12.00 0.451 0.806    1    1 0.000001335127638
   1   56   32 12.00 0.380 0.828    1    1 0.000001493916596
   1   56   33 12.00 0.311 0.852    1    1 0.000001529386235
   1   56   34 12.00 0.246 0.878    1    1 0.000001384233288
   1   56   35 12.00 0.189 0.902    1    1 0.000001109549390
   1   56   36 12.00 0.140 0.925    1    1 0.000000784153436
   1   56   37 13.00 0.195 0.944    1    1 0.000000430824401
   1   56   38 13.00 0.145 0.924    1    1 0.000000817535440
   1   56   39 13.00 0.105 0.943    1    1 0.000000500930807
   1   56   40 13.00 0.074 0.958    1    1 0.000000256081312
   1   56   41 13.00 0.051 0.968    1    1 0.000000121144306
   1   56   42 13.00 0.035 0.975    1    1 0.000000037953118
   1   56   43 13.00 0.024 0.977    1    1 0.000000010183690
   1   56   44 13.00 0.016 0.978    1    1 0.000000002026230
   1   56   45 13.00 0.011 0.980    1    1 0.000000001095173
   1   56   46 14.00 0.016 0.979    1    1 0.000000003967477
   1   56   47 14.00 0.011 0.980    1    1 0.000000000553695
   1   56   48 14.00 0.007 0.979    1    1 0.000000004313179
   1   56   49 14.00 0.005 0.981    1    1 0.000000013914445
   1   56   50 14.00 0.003 0.979    1    1 0.000000002977472
   1   56   51 14.00 0.002 0.980    1    1 0.000000000661884
   1   56   52 14.00 0.001 0.980    1    1 0.000000000116334
   1   56   53 15.00 0.002 0.980    1    1 0.000000000000000
   1   56   54 16.00 0.003 0.980    1    1 0.000000000101323
   1   56   55 16.00 0.002 0.980    1    1 0.000000000520592
   1   56   56 16.00 0.001 0.980    1    1 0.000000000087072
   1   56   57 16.00 0.001 0.980    1    1 0.000000000000000
   1   56   58 16.00 0.001 0.980    1    1 0.000000000000000
   1   56   59 17.00 0.001 0.980    1    1 0.000000000000000
   1   56   60 18.00 0.001 0.980    1    1 0.000000000000000
   1   56   61 18.00 0.001 0.980    1    1 0.000000000000000
   1   56   62 18.00 0.001 0.980    1    1 0.000000000000000
   1   56   63 19.00 0.001 0.980    1    1 0.000000000000000
   1   56   64 20.00 0.001 0.980    1    1 0.000000000000000
   1   56   65 20.00 0.001 0.980    1    1 0.000000000000000
   1   56   66 20.00 0.001 0.980    1    1 0.000000000000000
   1   56   67 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   68 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   69 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   70 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   71 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   72 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   73 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   74 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   75 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   76 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   77 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   78 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   79 20.00 0.000 0.980    1    1 0.000000000000000
   1   56   80 21.00 0.000 0.980    1    1 0.000000000000000
   1   56   81 21.00 0.000 0.980    1    1 0.000000000000000
   1   56   82 22.00 0.000 0.980    1    1 0.000000000000000
   1   56   83 23.00 0.000 0.980    1    1 0.000000000000000
   1   56   84 23.00 0.000 0.980    1    1 0.000000000000000
   1   56   85 23.00 0.000 0.980    1    1 0.000000000000000
   1   56   86 23.00 0.000 0.980    1    1 0.000000000000000
   1   56   87 23.00 0.000 0.980    1    0 0.000000000000000
   1   57    1  1.00 0.500 0.000    1    1 0.000000000000000
   1   57    2  1.00 0.431 0.804    1    1 0.000000725800000
   1   57    3  2.00 0.530 0.826    1    1 0.000000802531585
   1   57    4  3.00 0.627 0.796    1    1 0.000000712702124
   1   57    5  4.00 0.715 0.771    1    1 0.000000552230616
   1   57    6  4.00 0.662 0.750    1    1 0.000000371103748
   1   57    7  5.00 0.745 0.762    1    1 0.000000497300804
   1   57    8  6.00 0.813 0.743    1    1 0.000000323054963
   1   57    9  6.00 0.775 0.728    1    1 0.000000190766006
   1   57   10  6.00 0.731 0.736    1    1 0.000000268899623
   1   57   11  6.00 0.680 0.746    1    1 0.000000376184625
   1   57   12  6.00 0.623 0.758    1    1 0.000000510933265
   1   57   13  7.00 0.711 0.774    1    1 0.000000673757578
   1   57   14  7.00 0.658 0.752    1    1 0.000000457446242
   1   57   15  7.00 0.598 0.764    1    1 0.000000610063350
   1   57   16  7.00 0.534 0.780    1    1 0.000000776280021
   1   57   17  8.00 0.630 0.798    1    1 0.000000943588417
   1   57   18  8.00 0.568 0.772    1    1 0.000000729052395
   1   57   19  8.00 0.502 0.790    1    1 0.000000917336866
   1   57   20  8.00 0.432 0.808    1    0 0.000001076724069
   1   58    1  1.00 0.500 0.000    1    1 0.000000000000000
   1   58    2  2.00 0.598 0.804    1    1 0.000000725800000
   1   58    3  3.00 0.690 0.778    1    1 0.000000578154265
   1   58    4  3.00 0.634 0.754    1    1 0.000000407145147
   1   58    5  3.00 0.573 0.768    1    1 0.000000532682173
   1   58    6  4.00 0.666 0.785    1    1 0.000000675276437
   1   58    7  4.00 0.608 0.762    1    1 0.000000487655455
   1   58    8  4.00 0.544 0.776    1    1 0.000000629987587
   1   58    9  5.00 0.640 0.794    1    1 0.000000777688480
   1   58   10  6.00 0.726 0.768    1    1 0.000000584873575
   1   58   11  6.00 0.675 0.748    1    1 0.000000391985413
   1   58   12  6.00 0.617 0.760    1    1 0.000000526572180
   1   58   13  6.00 0.554 0.774    1    1 0.000000680033430
   1   58   14  6.00 0.487 0.792    1    1 0.000000845084650
   1   58   15  6.00 0.417 0.812    1    1 0.000000990664642
   1   58   16  7.00 0.516 0.834    1    1 0.000001071500473
   1   58   17  7.00 0.447 0.804    1    1 0.000000989232315
   1   58   18  8.00 0.546 0.825    1    1 0.000001105166196
   1   58   19  9.00 0.642 0.796    1    1 0.000000973880909
   1   58   20 10.00 0.728 0.770    1    1 0.000000739740686
   1   58   21 10.00 0.676 0.748    1    1 0.000000493441486
   1   58   22 10.00 0.619 0.760    1    1 0.000000664840955
   1   58   23 11.00 0.708 0.776    1    1 0.000000858652157
   1   58   24 11.00 0.654 0.754    1    1 0.000000590793554
   1   58   25 11.00 0.594 0.768    1    1 0.000000787931683
   1   58   26 11.00 0.528 0.784    1    1 0.000001017025687
   1   58   27 11.00 0.459 0.804    1    1 0.000001233418302
   1   58   28 11.00 0.389 0.825    1    1 0.000001394609892
   1   58   29 11.00 0.319 0.848    1    1 0.000001437409721
   1   58   30 11.00 0.254 0.873    1    1 0.000001335602457
   1   58   31 11.00 0.196 0.898    1    1 0.000001095548262
   1   58   32 11.00 0.146 0.920    1    1 0.000000762875690
   1   58   33 11.00 0.106 0.942    1    1 0.000000492401179
   1   58   34 11.00 0.075 0.956    1    1 0.000000259300305
   1   58   35 11.00 0.052 0.966    1    1 0.000000125005885
   1   58   36 12.00 0.075 0.974    1    1 0.000000042780487
   1   58   37 13.00 0.108 0.967    1    1 0.000000125505906
   1   58   38 13.00 0.076 0.956    1    1 0.000000251346029
   1   58   39 14.00 0.109 0.968    1    1 0.000000120521127
   1   58   40 14.00 0.077 0.959    1    1 0.000000273182969
   1   58   41 15.00 0.111 0.967    1    1 0.000000120231814
   1   58   42 15.00 0.078 0.960    1    1 0.000000293091628
   1   58   43 15.00 0.054 0.968    1    1 0.000000117585193
   1   58   44 16.00 0.079 0.975    1    1 0.000000053145205
   1   58   45 16.00 0.055 0.969    1    1 0.000000123833861
   1   58   46 16.00 0.037 0.975    1    1 0.000000048872736
   1   58   47 16.00 0.025 0.981    1    1 0.000000028397520
   1   58   48 16.00 0.017 0.983    1    1 0.000000024367549
   1   58   49 16.00 0.012 0.979    1    1 0.000000006109206
   1   58   50 16.00 0.008 0.978    1    1 0.000000009298986
   1   58   51 16.00 0.005 0.982    1    1 0.000000017094054
   1   58   52 16.00 0.004 0.979    1    1 0.000000004325250
   1   58   53 17.00 0.005 0.980    1    1 0.000000000615405
   1   58   54 17.00 0.004 0.979    1    1 0.000000004627300
   1   58   55 18.00 0.005 0.980    1    1 0.000000000535575
   1   58   56 18.00 0.004 0.979    1    1 0.000000004797238
   1   58   57 19.00 0.005 0.980    1    1 0.000000000456571
   1   58   58 20.00 0.008 0.979    1    1 0.000000004860951
   1   58   59 21.00 0.011 0.981    1    1 0.000000016659289
   1   58   60 22.00 0.017 0.979    1    1 0.000000007888134
   1   58   61 23.00 0.025 0.981    1    1 0.000000013023358
   1   58   62 24.00 0.037 0.984    1    1 0.000000025475791
   1   58   63 24.00 0.025 0.984    1    1 0.000000019439331
   1   58   64 24.00 0.017 0.984    1    1 0.000000023548684
   1   58   65 24.00 0.011 0.981    1    1 0.000000016449093
   1   58   66 25.00 0.017 0.979    1    1 0.000000005898133
   1   58   67 25.00 0.011 0.980    1    1 0.000000010972593
   1   58   68 26.00 0.017 0.979    1    1 0.000000004509245
   1   58   69 26.00 0.011 0.980    1    1 0.000000010589028
   1   58   70 26.00 0.008 0.979    1    1 0.000000002481384
   1   58   71 26.00 0.005 0.980    1    1 0.000000001383946
   1   58   72 27.00 0.008 0.980    1    1 0.000000000000000
   1   58   73 27.00 0.005 0.978    1    1 0.000000002039387
   1   58   74 28.00 0.007 0.980    1    1 0.000000000158933
   1   58   75 29.00 0.011 0.979    1    1 0.000000002447607
   1   58   76 30.00 0.016 0.978    1    1 0.000000000464203
   1   58   77 31.00 0.024 0.976    1    1   nan
   1   58   78 32.00 0.035 0.976    1    1   nan
   1   58   79 32.00 0.035   nan    1    2   nan
   1   59    1  1.00 0.500 0.000    1    1 0.000000000000000
   1   59    2  2.00 0.598 0.804    1    1 0.000000725800000
   1   59    3  2.00 0.534 0.778    1    1 0.000000578154265
   1   59    4  3.00 0.631 0.796    1    1 0.000000707350527
   1   59    5  3.00 0.569 0.770    1    1 0.000000541039817
   1   59    6  4.00 0.663 0.786    1    1 0.000000682544472
   1   59    7  5.00 0.746 0.762    1    1 0.000000494840492
   1   59    8  6.00 0.814 0.742    1    1 0.000000319233014
   1   59    9  6.00 0.776 0.728    1    1 0.000000188655955
   1   59   10  7.00 0.838 0.736    1    1 0.000000266651001
   1   59   11  7.00 0.803 0.724    1    1 0.000000154473436
   1   59   12  7.00 0.763 0.731    1    1 0.000000218916709
   1   59   13  7.00 0.717 0.740    1    1 0.000000314069727
   1   59   14  7.00 0.664 0.750    1    1 0.000000435899814
   1   59   15  7.00 0.605 0.764    1    1 0.000000589782434
   1   59   16  7.00 0.541 0.779    1    1 0.000000759848077
   1   59   17  7.00 0.473 0.797    1    1 0.000000930170213
   1   59   18  8.00 0.572 0.816    1    1 0.000001072449813
   1   59   19  8.00 0.506 0.788    1    1 0.000000904058730
   1   59   20  8.00 0.436 0.808    1    1 0.000001072522737
   1   59   21  8.00 0.366 0.830    1    1 0.000001185807868
   1   59   22  8.00 0.298 0.852    1    1 0.000001201626911
   1   59   23  9.00 0.388 0.878    1    1 0.000001078486325
   1   59   24  9.00 0.319 0.846    1    1 0.000001277084368
   1   59   25  9.00 0.254 0.871    1    1 0.000001193211543
   1   59   26  9.00 0.195 0.896    1    1 0.000000983863025
   1   59   27  9.00 0.146 0.918    1    1 0.000000702179597
   1   59   28  9.00 0.106 0.936    1    1 0.000000457210315
   1   59   29  9.00 0.075 0.952    1    1 0.000000255756378
   1   59   30 10.00 0.108 0.965    1    1 0.000000130297751
   1   59   31 11.00 0.152 0.952    1    1 0.000000250742979
   1   59   32 11.00 0.111 0.936    1    1 0.000000494493322
   1   59   33 11.00 0.079 0.953    1    1 0.000000267037677
   1   59   34 11.00 0.055 0.965    1    0 0.000000127604978
   1   60    1  1.00 0.500 0.000    1    1 0.000000000000000
   1   60    2  2.00 0.598 0.804    1    1 0.000000725800000
   1   60    3  3.00 0.690 0.778    1    1 0.000000578154265
   1   60    4  3.00 0.634 0.754    1    1 0.000000407145147
   1   60    5  4.00 0.721 0.768    1    1 0.000000532682173
   1   60    6  4.00 0.669 0.748    1    1 0.000000354124361
   1   60    7  5.00 0.751 0.761    1    1 0.000000480659167
   1   60    8  5.00 0.703 0.742    1    1 0.000000306523423
   1   60    9  6.00 0.779 0.753    1    1 0.000000423875012
   1   60   10  7.00 0.840 0.736    1    1 0.000000259448447
   1   60   11  7.00 0.806 0.722    1    1 0.000000147655325
   1   60   12  8.00 0.861 0.730    1    1 0.000000210740542
   1   60   13  9.00 0.903 0.719    1    1 0.000000118179042
   1   60   14  9.00 0.881 0.710    1    1 0.000000064317049
   1   60   15  9.00 0.855 0.715    1    1 0.000000095831121
   1   60   16  9.00 0.824 0.720    1    1 0.000000140493734
   1   60   17  9.00 0.787 0.726    1    1 0.000000207768140
   1   60   18  9.00 0.744 0.734    1    1 0.000000295189536
   1   60   19  9.00 0.695 0.744    1    1 0.000000413001545
   1   60   20  9.00 0.640 0.756    1    1 0.000000563849114
   1   60   21  9.00 0.578 0.770    1    1 0.000000745863828
   1   60   22 10.00 0.672 0.788    1    1 0.000000945925521
   1   60   23 11.00 0.753 0.762    1    1 0.000000678142632
   1   60   24 12.00 0.820 0.743    1    1 0.000000434548496
   1   60   25 12.00 0.782 0.728    1    1 0.000000246870322
   1   60   26 12.00 0.739 0.736    1    1 0.000000362314994
   1   60   27 13.00 0.808 0.746    1    1 0.000000512404501
   1   60   28 14.00 0.863 0.730    1    1 0.000000300898880
   1   60   29 14.00 0.833 0.718    1    1 0.000000171975898
   1   60   30 15.00 0.882 0.726    1    1 0.000000242984584
   1   60   31 16.00 0.918 0.714    1    1 0.000000135988289
   1   60   32 16.00 0.899 0.708    1    1 0.000000068915642
   1   60   33 16.00 0.876 0.712    1    1 0.000000098325123
   1   60   34 16.00 0.849 0.716    1    1 0.000000155055074
   1   60   35 17.00 0.894 0.722    1    1 0.000000222935214
   1   60   36 17.00 0.870 0.712    1    1 0.000000120609549
   1   60   37 17.00 0.842 0.718    1    1 0.000000171613226
   1   60   38 17.00 0.808 0.724    1    1 0.000000263695599
   1   60   39 17.00 0.769 0.732    1    1 0.000000384567927
   1   60   40 17.00 0.723 0.740    1    1 0.000000562722577
   1   60   41 18.00 0.796 0.752    1    1 0.000000788315747
   1   60   42 18.00 0.754 0.734    1    1 0.000000467294091
   1   60   43 18.00 0.706 0.744    1    1 0.000000676548768
   1   60   44 18.00 0.652 0.758    1    1 0.000000948752885
   1   60   45 18.00 0.591 0.772    1    1 0.000001270562685
   1   60   46 19.00 0.683 0.790    1    1 0.000001624533542
   1   60   47 20.00 0.762 0.764    1    1 0.000001160056597
   1   60   48 20.00 0.715 0.744    1    1 0.000000729541524
   1   60   49 20.00 0.662 0.756    1    1 0.000001027784266
   1   60   50 20.00 0.602 0.770    1    1 0.000001393162606
   1   60   51 20.00 0.536 0.788    1    1 0.000001806031156
   1   60   52 20.00 0.466 0.810    1    1 0.000002221442705
   1   60   53 20.00 0.394 0.834    1    1 0.000002542456919
   1   60   54 20.00 0.323 0.860    1    1 0.000002587376721
   1   60   55 20.00 0.255 0.888    1    1 0.000002297412007
   1   60   56 20.00 0.194 0.916    1    1 0.000001726273638
   1   60   57 21.00 0.264 0.940    1    0 0.000001052390016
   1   61    1  1.00 0.500 0.000    1    1 0.000000000000000
   1   61    2  2.00 0.598 0.804    1    1 0.000000725800000
   1   61    3  3.00 0.690 0.778    1    1 0.000000578154265
   1   61    4  4.00 0.768 0.754    1    1 0.000000407145147
   1   61    5  5.00 0.832 0.738    1    1 0.000000253579176
   1   61    6  6.00 0.881 0.724    1    1 0.000000144358933
   1   61    7  7.00 0.917 0.714    1    1 0.000000079353441
   1   61    8  8.00 0.943 0.708    1    1 0.000000040925391
   1   61    9  8.00 0.929 0.702    1    1 0.000000022795899
   1   61   10  8.00 0.913 0.706    1    1 0.000000030737309
   1   61   11  8.00 0.893 0.708    1    1 0.000000045324014
   1   61   12  9.00 0.926 0.712    1    1 0.000000069912956
   1   61   13  9.00 0.909 0.706    1    1 0.000000036936569
   1   61   14  9.00 0.889 0.710    1    1 0.000000054334210
   1   61   15  9.00 0.864 0.714    1    1 0.000000084368141
   1   61   16  9.00 0.835 0.718    1    1 0.000000128170863
   1   61   17 10.00 0.883 0.724    1    1 0.000000179572529
   1   61   18 10.00 0.857 0.714    1    1 0.000000097334976
   1   61   19 10.00 0.826 0.720    1    1 0.000000139872251
   1   61   20 10.00 0.790 0.726    1    1 0.000000209253242
   1   61   21 10.00 0.748 0.734    1    1 0.000000299435842
   1   61   22 10.00 0.699 0.744    1    0 0.000000423661332
   1   62    1  1.00 0.500 0.000    1    1 0.000000000000000
   1   62    2  2.00 0.598 0.804    1    1 0.000000725800000
   1   62    3  3.00 0.690 0.778    1    1 0.000000578154265
   1   62    4  4.00 0.768 0.754    1    1 0.000000407145147
   1   62    5  5.00 0.832 0.738    1    1 0.000000253579176
   1   62    6  6.00 0.881 0.724    1    1 0.000000144358933
   1   62    7  7.00 0.917 0.714    1    1 0.000000079353441
   1   62    8  8.00 0.943 0.708    1    1 0.000000040925391
   1   62    9  9.00 0.961 0.702    1    1 0.000000022795899
   1   62   10 10.00 0.973 0.700    1    1 0.000000007542058
   1   62   11 11.00 0.982 0.698    1    1 0.000000004083397
   1   62   12 11.00 0.978 0.696    1    1 -0.000000000000649
   1   62   13 11.00 0.972 0.696    1    1 0.000000006197929
   1   62   14 11.00 0.966 0.698    1    1 0.000000004583890
   1   62   15 11.00 0.958 0.700    1    1 0.000000011562009
   1   62   16 11.00 0.948 0.700    1    1 0.000000014444194
   1   62   17 11.00 0.936 0.702    1    1 0.000000017658775
   1   62   18 12.00 0.956 0.704    1    1 0.000000027338549
   1   62   19 13.00 0.970 0.700    1    1 0.000000016251202
   1   62   20 13.00 0.963 0.698    1    1 0.000000006279255
   1   62   21 14.00 0.975 0.700    1    1 0.000000009400929
   1   62   22 14.00 0.969 0.697    1    1 0.000000006546140
   1   62   23 14.00 0.961 0.698    1    1 0.000000007051780
   1   62   24 14.00 0.952 0.700    1    1 0.000000009501872
   1   62   25 15.00 0.968 0.702    1    1 0.000000017484752
   1   62   26 16.00 0.978 0.698    1    1 0.000000009005149
   1   62   27 16.00 0.973 0.696    1    1 0.000000007182155
   1   62   28 16.00 0.966 0.698    1    1 0.000000005882948
   1   62   29 16.00 0.958 0.700    1    1 0.000000013898237
   1   62   30 16.00 0.949 0.700    1    1 0.000000017284019
   1   62   31 17.00 0.965 0.702    1    1 0.000000022347527
   1   62   32 17.00 0.957 0.700    1    1 0.000000014317950
   1   62   33 18.00 0.971 0.700    1    1 0.000000020618960
   1   62   34 18.00 0.964 0.698    1    1 0.000000007764207
   1   62   35 18.00 0.955 0.700    1    1 0.000000012971043
   1   62   36 18.00 0.944 0.701    1    1 0.000000023294072
   1   62   37 18.00 0.932 0.702    1    1 0.000000030221611
   1   62   38 18.00 0.916 0.704    1    1 0.000000053238820
   1   62   39 18.00 0.897 0.708    1    1 0.000000079086545
   1   62   40 19.00 0.928 0.712    1    1 0.000000110528961
   1   62   41 20.00 0.951 0.706    1    1 0.000000056261845
   1   62   42 20.00 0.939 0.702    1    1 0.000000024551771
   1   62   43 20.00 0.925 0.704    1    1 0.000000046515642
   1   62   44 21.00 0.949 0.706    1    1 0.000000070106094
   1   62   45 22.00 0.965 0.702    1    1 0.000000028665604
   1   62   46 23.00 0.976 0.700    1    1 0.000000019422219
   1   62   47 24.00 0.984 0.696    1    1 0.000000011594955
   1   62   48 24.00 0.980 0.696    1    1 0.000000000498691
   1   62   49 25.00 0.987 0.696    1    1 0.000000000185077
   1   62   50 25.00 0.983 0.695    1    1 0.000000003606527
   1   62   51 25.00 0.979 0.696    1    1 0.000000000664990
   1   62   52 26.00 0.986 0.696    1    1 0.000000002355314
   1   62   53 26.00 0.983 0.696    1    1 0.000000003637300
   1   62   54 26.00 0.979 0.696    1    1 0.000000000456257
   1   62   55 26.00 0.974 0.696    1    1 0.000000005619802
   1   62   56 27.00 0.982 0.698    1    1 0.000000010480820
   1   62   57 28.00 0.988 0.696    1    1 0.000000000268282
   1   62   58 29.00 0.992 0.694    1    1 0.000000004109022
   1   62   59 30.00 0.995 0.694    1    1 -0.000000000005595
   1   62   60 31.00 0.996 0.694    1    1 0.000000000000000
   1   62   61 31.00 0.995 0.694    1    1 0.000000000000000
   1   62   62 31.00 0.994 0.694    1    1 0.000000000000000
   1   62   63 32.00 0.996 0.694    1    1 0.000000000000000
   1   62   64 32.00 0.995 0.694    1    1 0.000000000000000
   1   62   65 32.00 0.994 0.694    1    1 0.000000000000000
   1   62   66 32.00 0.993 0.694    1    1 0.000000000000000
   1   62   67 33.00 0.995 0.694    1    1 0.000000000000000
   1   62   68 33.00 0.994 0.694    1    1 0.000000000000000
